salesperson_name,client_name,month_year,total_amount
TONY,CANON CHEMICALS LTD,23-Jan,124833.4
SUZY,ALPHA BREEZE ENTERPRISES,23-Jan,340982
SUZY,BESAPACK LIMITED,23-Jan,433840
SUZY,JOMUS SPICES LIMITED,23-Jan,98170.8
SUZY,KAPA OIL REFINERIES LIMITED,23-Jan,-1195264
SUZY,SCORELINE COMMUNCATIONS LIMITED,23-Jan,52896
SUZY,SKY DRIPS LIMITED,23-Jan,23850
SUZY,SLEEKLADY COSMETIC LIMITED,23-Jan,29000
SHIV,ACE CHEMICALS LTD,23-Jan,69080.9
SHIV,AQUAMIST LIMITED,23-Jan,2344188.436
SHIV,BIDCO AFRICA LIMITED DR,23-Jan,195863.68
SHIV,BLOWPLAST LIMITED,23-Jan,41748.4
SHIV,BLUE RING PRODUCTS LTD,23-Jan,61822.2
SHIV,BOBMIL INDUSTRIES LTD DR,23-Jan,289263.632
SHIV,BRUSH MANUFACTURERS LIMITED DR,23-Jan,14140.4
SHIV,CANAAN WATER COMPANY LTD,23-Jan,4718430.322
SHIV,CAPWELL INDUSTRIES LIMITED,23-Jan,93264
SHIV,CITY LINK WATER FACTORY COMPANY LIMITED,23-Jan,322172.7264
SHIV,DIVINE INDUSTRIES LIMITED,23-Jan,337212
SHIV,EDIBLE OIL PRODUCTS LIMITED,23-Jan,602156
SHIV,GENERAL INDUSTRIES LTD,23-Jan,43950.776
SHIV,GLAXOSMITHKLINE LIMITED,23-Jan,563992
SHIV,JIT BEVERAGE COMPANY,23-Jan,850591.57
SHIV,JOSQUINE PACKAGING LIMITED,23-Jan,240352
SHIV,JUSTUS MWANGI,23-Jan,63167.89187
SHIV,KENAFRIC INDUSTRIES LIMITED,23-Jan,213992.16
SHIV,KENPOLY MANUFACTURERS LIMITED,23-Jan,1561647.088
SHIV,MENENGAI OIL REFINERIES LIMITED,23-Jan,1555270.696
SHIV,NESTLE KENYA LIMITED,23-Jan,34349.34
SHIV,PLANET IMPORTER EAST AFRICA LIMITED,23-Jan,14755.2
SHIV,PORTA CONSULTANCY LTD,23-Jan,3480
SHIV,PZ CUSSONS EAST AFRICA LIMITED,23-Jan,2947435.576
SHIV,QWAY LIMITED,23-Jan,2273.6
SHIV,S. C. JOHNSON & SON KENYA LIMITED,23-Jan,169360
SHIV,SOLVOCHEM EAST AFRICA LIMITED,23-Jan,305683.2
SHIV,SPALLIC TRADE LABELS,23-Jan,8120
SHIV,SUNTORY BEVERANGE & FOOD KENYA,23-Jan,1325740.8
SHIV,SUPERSLEEK LIMITED DR,23-Jan,189534.72
SHIV,T.M.ABDULHUSEIN & SONS,23-Jan,255126.3168
SHIV,TAIFA IMPORTS LIMITED-DR,23-Jan,75613.44
SHIV,TANGA PHARMACEUTICAL & PLASTIC,23-Jan,11736343.32
SHIV,TECHPAK INDUSTRIES LIMITED,23-Jan,3006868.225
SHIV,TOTAL KENYA LIMITED DR,23-Jan,4296947.349
SHIV,TRI-CLOVER INDUSTRIES LIMITED,23-Jan,2412297.755
SHIV,ULTRA CHEMICAL INDUSTRIES LTD,23-Jan,185136
SHIV,Ultravetis E.a. Limited,23-Jan,60279.4
SHIV,VAJAS MANUFACTURERS LIMITED,23-Jan,43616
SHIV,VICTORIA JUICE CO LIMITED,23-Jan,475955.9924
SHIV,ZARA ENTERPRISES SRL,23-Jan,1138914
SHEENA,BRANDED BEVERAGES AND FOODS LI,23-Jan,2320
SHEENA,CARTON MANUFACTURERS LIMITED,23-Jan,16095
SHEENA,CLIQUE LIMITED,23-Jan,49300
SHEENA,ECOZYM LIMITED,23-Jan,55217.16
SHEENA,FLORENZA LIMITED,23-Jan,10579.2
SHEENA,KAWSAR AUTO SPARES LTD,23-Jan,2053.2
SHEENA,MALACHITE LIMITED - DR,23-Jan,928783.696
SHEENA,MART NETWORKS KENYA LIMITED,23-Jan,8007.828
SHEENA,MOGAS TANZANIA LIMITED,23-Jan,3075061.5
SHEENA,NABICO ENTERPRISES LIMITED,23-Jan,25572.084
SHEENA,POWER CONTROLS LIMITED.,23-Jan,5220
SHEENA,PRADIP ENTERPRISES (EA) LTD,23-Jan,4234
SHEENA,ROSETO LIMITED,23-Jan,6333.6
SHEENA,ROYAL SNACKS LTD,23-Jan,246766.8
SHEENA,SERENITY SPA LTD,23-Jan,50436.8
SHEENA,SIERRA FLORA LIMITED,23-Jan,20520.4
SHEENA,SOUTH LEMON LIMITED,23-Jan,130467.52
SHEENA,TANIA EAST AFRICA LTD DR,23-Jan,12644
SHEENA,THE CHOCOLATE BAR LIMITED,23-Jan,17400
SHEENA,TOP FOOD LIMITED,23-Jan,649530.4
SHEENA,TYPSY GENERAL SUPPLIES,23-Jan,449140.4
SHEENA,VIVA GLOBAL LIMITED,23-Jan,34891.872
SHEENA,WESTLANDS TRADING LIMITED,23-Jan,61596
SHEENA,X-CENTRIC LIMITED,23-Jan,4002
RACHAEL,BEECARE APIARIES INTERNATIONAL LTD,23-Jan,87001.16
RACHAEL,CHANDARIA INDUSTRIES LTD,23-Jan,37312.74
RACHAEL,DHL EXEL SUPPLY CHAIN KENYA LTD,23-Jan,233450
RACHAEL,IMAGE QUEST,23-Jan,10022.4
RACHAEL,RAINFOREST FARMLANDS KENYA PUBLIC LIMITED COMPANY,23-Jan,102080
RACHAEL,RINZ PRODUCTS LIMITED,23-Jan,5846.4
RACHAEL,YANA OIL LIMITED,23-Jan,10440
NANCY,CITIQUEST,23-Jan,5568
NANCY,WILD FIRE LIMITED,23-Jan,20300
NAHASHON,FINSBURY TRADING LTD,23-Jan,9183.72
NAHASHON,FLORA OLA LIMITED,23-Jan,41760
NAHASHON,MURPHY CHEMICALS EAST AFRICA LIMITED,23-Jan,227360
NAHASHON,SAVANNAH BRANDS COMPANY LIMITED,23-Jan,3480
MOHAMED,DAVID FOSIL,23-Jan,171680
MOHAMED,JACKSON MUREMERA,23-Jan,137600
MOHAMED,WAKAMASTER ENTERPRISES,23-Jan,99999.54
JUDY,BAHATI AGRO PROCESSORS LTD,23-Jan,294361.6
JUDY,DEMKA DAIRY LTD,23-Jan,1424572.8
JUDY,EDVIK REALTY LTD,23-Jan,27608
JUDY,FAHTANNAH FOODS LTD,23-Jan,8282.4
JUDY,FARMING SOLUTIONS LIMITED,23-Jan,199172
JUDY,GULF VENTURES DAIRY PRODUCTS,23-Jan,2320
JUDY,HAPPY COW LIMITED,23-Jan,219481.28
JUDY,KASBONDO AIM DAIRY CO-OPERATIVE SOCIETY LTD,23-Jan,5104
JUDY,LAKI LAKI LTD,23-Jan,237153.3
JUDY,MTINDI DAIRIES LTD,23-Jan,3549.6
JUDY,MUKURWE-INI WAKULIMA DAIRY LTD,23-Jan,98675.4
JUDY,NEW DAIRYGOLD LTD,23-Jan,5800
JUDY,NOSTIMO LTD,23-Jan,61248
JUDY,NURU SOCIAL ENTERPRISES LTD,23-Jan,10022.4
JUDY,OL KALOU DAIRY (2016)LIMITED,23-Jan,72500
JUDY,PALM HOUSE DAIRIES,23-Jan,375840
JUDY,PHILIP MOSES,23-Jan,336800
JUDY,SHEFA DAIRIES LIMITED,23-Jan,155973.6
JUDY,SNAVE K TRANSPORTERS & SUPPLIES,23-Jan,125280
JUDY,STEVEN OMETE,23-Jan,72708.8
JUDY,TATU MILK LIMITED,23-Jan,55174.24
JUDY,TOP COW DAIRIES LTD,23-Jan,95282.4
JUDY,UPLANDS DAIRIES LIMITED,23-Jan,80666.4
JUDY,WANYORORO COOP SOCIETY,23-Jan,-126672
JUDY,ZAWADI DAIRIES,23-Jan,9280
GRACE,BWENDERO DAIRY FARM (U) LTD,23-Jan,132300
GRACE,GRACE TAYEBWA - DR,23-Jan,324807.84
GRACE,ROYAL CARE COSMETICS U LTD,23-Jan,326592
ERICK,DECATHLON SPORTS KENYA LIMITED,23-Jan,10092
ERICK,HK EMPIRES LIMITED,23-Jan,20230.4
CAROL,CANON CHEMICALS LTD,23-Jan,47020.6
CAROL,CENTRAL PARK BEES LIMITED,23-Jan,53409.3
CAROL,CHEKALYN PRIME ENTERPRISES LTD,23-Jan,25264.8
CAROL,CLOROX SUB-SAHARA AFRICA LTD,23-Jan,7163
CAROL,DOMAINE KENYA LIMITED,23-Jan,5250
CAROL,EDEN DAIRY LTD,23-Jan,44370
CAROL,FOAM MATTRESSES LIMITED,23-Jan,304954.72
CAROL,GENERICS AFRICA LIMITED,23-Jan,12180
CAROL,GLOBAL MARK FOODS LTD,23-Jan,831256
CAROL,GOLDEN AFRICA KENYA LIMITED,23-Jan,156802.188
CAROL,IDEAL MANUFACTURING COMPANY LIMITED,23-Jan,8874
CAROL,IMPALA AUTO SPARES LTD,23-Jan,2676.236
CAROL,ITALIAN GELATI & FOOD PRODUCTS LTD,23-Jan,168292.8
CAROL,IZYCUT LABELS,23-Jan,29169.36
CAROL,JACKSON MUREMERA,23-Jan,189040
CAROL,KEVIAN KENYA LIMITED,23-Jan,1532106.157
CAROL,KIAMBAA DAIRY FARMERS CO-OPERATIVE SOCIETY LTD,23-Jan,377500
CAROL,LAKE GAS LTD,23-Jan,56666
CAROL,LESTER DAIRIES,23-Jan,24441.2
CAROL,LUFION MANUFACTURERS,23-Jan,12992
CAROL,METAL CROWN,23-Jan,169389
CAROL,MVITA OIL,23-Jan,2087420
CAROL,NOSTIMO LTD,23-Jan,26680
CAROL,PERRY FRESH LIMITED,23-Jan,25589.6
CAROL,PLASITEK LIMITED,23-Jan,1067593.2
CAROL,POLMERK INDUSTRIES LIMITED,23-Jan,22201.53
CAROL,POWERPOINT SYSTEMS EAST AFRICA LIMITED,23-Jan,18061.2
CAROL,PRASHA ENTERPRISES,23-Jan,86088.24
CAROL,RADHESHYAM SUPPLIERS LIMITED,23-Jan,9280
CAROL,RELIABLE PACKERS LIMITED,23-Jan,900096.3454
CAROL,ROGWENK SUPPLIES,23-Jan,23200
CAROL,ROSHNI DISTRIBUTORS LIMITED,23-Jan,51949.4
CAROL,SOYS LIMITED,23-Jan,10996.452
CAROL,SPARKLE BRANDS LIMITED,23-Jan,3712
CAROL,TULIVU GARDENS LIMITED,23-Jan,16008
CAROL,UPLANDS PREMIUM DAIRIES & FOOD,23-Jan,143608
CAROL,VIVO ENERGY KENYA LIMITED,23-Jan,10292.1
CAROL,ZAADA PURIFIED DRNKING WATER LIMITED,23-Jan,224784.452
CAROL,ZANFOOD & TEA COMPANY LIMITED,23-Jan,59508
CAROL,ZUCCHINI GREENGROCERS LTD,23-Jan,76560
YEMANE,ABUBEKER HUSSIEN WORAKI/LIFE CARE PHARMACEUTICALS,23-Feb,2512162.8
YEMANE,CANAAN WATER COMPANY LTD,23-Feb,3087453.953
YEMANE,ELIM WATER COMPANY,23-Feb,1137603.6
YEMANE,JIT BEVERAGE COMPANY,23-Feb,479784.93
YEMANE,NICE BEVERAGE & FOOD STUFF FAC,23-Feb,496918.8
TONY,ACE CHEMICALS LTD,23-Feb,55540.8
TONY,AQUAMIST LIMITED,23-Feb,1766767
TONY,BIDCO AFRICA LIMITED DR,23-Feb,445234.68
TONY,BLOWPLAST LIMITED,23-Feb,529192.58
TONY,BOBMIL INDUSTRIES LTD DR,23-Feb,132561.32
TONY,CANON CHEMICALS LTD,23-Feb,63498.4
TONY,DAVIKEN LIMITED,23-Feb,35004.16
TONY,EDIBLE OIL PRODUCTS LIMITED,23-Feb,651432.8
TONY,GENERAL PLASTICS LIMITED,23-Feb,161240
TONY,GLAXOSMITHKLINE LIMITED,23-Feb,297526.08
TONY,KEVIAN KENYA LIMITED,23-Feb,3839586.973
TONY,KITAMU FARM  LIMITED,23-Feb,55912
TONY,MENENGAI OIL REFINERIES LIMITED,23-Feb,1272950.36
TONY,PZ CUSSONS EAST AFRICA LIMITED,23-Feb,603543.824
TONY,TECHPAK INDUSTRIES LIMITED,23-Feb,823536.2
TONY,VAJAS MANUFACTURERS LIMITED,23-Feb,12528
TONY,VICTORIA JUICE CO LIMITED,23-Feb,53370.8808
SUZY,ALPHA BREEZE ENTERPRISES,23-Feb,365771.2
SUZY,CHANDARIA INDUSTRIES LTD,23-Feb,13989.6
SUZY,FOAM MATTRESSES LIMITED,23-Feb,624741.2
SUZY,GOLDEN AFRICA KENYA LIMITED,23-Feb,147057.84
SUZY,KAPA OIL REFINERIES LIMITED,23-Feb,416440
SUZY,KENYA SWEETS LIMITED,23-Feb,18560
SUZY,MIA WINES & SPIRITS INTERNATIONAL,23-Feb,17469.6
SUZY,MVITA OIL,23-Feb,905960
SUZY,OLA ENERGY KENYA LTD,23-Feb,34800
SUZY,SLICK PRODUCTS LTD,23-Feb,24940
SUZY,ZUCCHINI GREENGROCERS LTD,23-Feb,51782.4
SHIV,A&V GROUP LTD,23-Feb,127128.96
SHIV,ADIX SHOES LTD-dr,23-Feb,505876
SHIV,AFRICA LUBRICANT MANUFACTURING COMPANY LTD,23-Feb,501102
SHIV,AQUAMIST LIMITED,23-Feb,203174
SHIV,BIDCO AFRICA LIMITED DR,23-Feb,128052.4
SHIV,BRUSH MANUFACTURERS LIMITED DR,23-Feb,15300.4
SHIV,BUYLINE INDUSTRIES LIMITED,23-Feb,76560
SHIV,CHEMI & COTEX INDUSTRIES LTD,23-Feb,414794.52
SHIV,CONINX INDUSTRIES LIMITED,23-Feb,20880
SHIV,COOPER K-BRANDS LIMITED,23-Feb,4640
SHIV,DIVINE INDUSTRIES LIMITED,23-Feb,929392
SHIV,EDIBLE OIL PRODUCTS LIMITED,23-Feb,141670.8
SHIV,GALAXY FOODS AND BEVERAGES,23-Feb,290304
SHIV,GITHUNGURI DIARY FARM CS LTD.,23-Feb,51620
SHIV,JOSQUINE PACKAGING LIMITED,23-Feb,194996
SHIV,JUSTUS MWANGI,23-Feb,11136
SHIV,KAISH MEARING PLASTICS COMPANY LIMITED-DR,23-Feb,278121.6
SHIV,KEENFEEDERS LTD,23-Feb,142732.8
SHIV,KENPOLY MANUFACTURERS LIMITED,23-Feb,1073845.454
SHIV,KENYA TEA PACKERS LIMITED,23-Feb,158166
SHIV,MAMUJEE PRODUCTS LTD,23-Feb,626487.12
SHIV,MENENGAI OIL REFINERIES LIMITED,23-Feb,-20645.8656
SHIV,MONSANTO LTD,23-Feb,1231357.729
SHIV,NARCOL ALUMINIUM ROLLING MILLS LIMITED,23-Feb,3700.4
SHIV,NESTLE KENYA LIMITED,23-Feb,85252.75
SHIV,PLANET IMPORTER EAST AFRICA LIMITED,23-Feb,16597.28
SHIV,PLUS EX PRODUCTS,23-Feb,52374
SHIV,PORTA CONSULTANCY LTD,23-Feb,3480
SHIV,PZ CUSSONS EAST AFRICA LIMITED,23-Feb,924878.672
SHIV,QWAY LIMITED,23-Feb,145719.2
SHIV,RELIABLE PACKERS LIMITED,23-Feb,1211144.006
SHIV,RELIANCE HOTELS LTD,23-Feb,70325
SHIV,S. C. JOHNSON & SON KENYA LIMITED,23-Feb,36134
SHIV,SAMONA PRODUCTS LTD,23-Feb,201600
SHIV,SPALLIC TRADE LABELS,23-Feb,4176
SHIV,SUNTORY BEVERANGE & FOOD KENYA,23-Feb,517104.8
SHIV,SUPERSLEEK LIMITED DR,23-Feb,1768872.4
SHIV,T.M.ABDULHUSEIN & SONS,23-Feb,157574.632
SHIV,TANGA PHARMACEUTICAL & PLASTIC,23-Feb,13323063.17
SHIV,TECHPAK INDUSTRIES LIMITED,23-Feb,148996.1304
SHIV,TOTAL KENYA LIMITED DR,23-Feb,1806616.095
SHIV,TRI-CLOVER INDUSTRIES LIMITED,23-Feb,3028761.16
SHIV,TRIDEA COSMETICS,23-Feb,188228.124
SHIV,Ultravetis E.a. Limited,23-Feb,29000
SHIV,VICTORIA JUICE CO LIMITED,23-Feb,292701.234
SHIV,VIRO LOCKS (K) LTD,23-Feb,5104
SHIV,ZARA ENTERPRISES SRL,23-Feb,1106928.9
SHEENA,AFRICA FUTURE VENTURES LIMITED,23-Feb,19950.84
SHEENA,ANAIS DESIGN/MARKET K. DAVID,23-Feb,80225.6
SHEENA,CLIQUE LIMITED,23-Feb,34800
SHEENA,DAWA LIMITED,23-Feb,242596.16
SHEENA,EAT N GO LIMITED,23-Feb,55680
SHEENA,FLORENZA LIMITED,23-Feb,25313.52
SHEENA,IMPALA AUTO SPARES LTD,23-Feb,1134.364
SHEENA,ITALIAN GELATI & FOOD PRODUCTS LTD,23-Feb,70760
SHEENA,JONAS FOOD COMPANY LIMITED,23-Feb,13050
SHEENA,JUMBO SPICES,23-Feb,871160
SHEENA,KAREMANO LIMITED,23-Feb,22411.2
SHEENA,KAWSAR AUTO SPARES LTD,23-Feb,2679.6
SHEENA,KENYA SWEETS LIMITED,23-Feb,5419.52
SHEENA,KEYMEDIA AGENCY LTD,23-Feb,184241
SHEENA,MALACHITE LIMITED - DR,23-Feb,1137898.23
SHEENA,MART NETWORKS KENYA LIMITED,23-Feb,982.056
SHEENA,MOGAS TANZANIA LIMITED,23-Feb,113097.6
SHEENA,NABICO ENTERPRISES LIMITED,23-Feb,20177.388
SHEENA,PRADIP ENTERPRISES (EA) LTD,23-Feb,128180
SHEENA,PRINT KNIGHT LIMITED,23-Feb,720643.04
SHEENA,READY BELLY LIMITED,23-Feb,23218.56
SHEENA,ROSETO LIMITED,23-Feb,20566.336
SHEENA,ROSHNI DISTRIBUTORS LIMITED,23-Feb,13920
SHEENA,ROYAL SNACKS LTD,23-Feb,12180
SHEENA,SERENITY SPA LTD,23-Feb,22712.8
SHEENA,SIERRA FLORA LIMITED,23-Feb,20601.6
SHEENA,SOUTH LEMON LIMITED,23-Feb,83770.56
SHEENA,SOYS LIMITED,23-Feb,16605.864
SHEENA,TANIA EAST AFRICA LTD DR,23-Feb,464
SHEENA,TOP FOOD LIMITED,23-Feb,347541.8
SHEENA,TULIVU GARDENS LIMITED,23-Feb,17864
SHEENA,VIVA GLOBAL LIMITED,23-Feb,36899.136
SHEENA,WESTLANDS TRADING LIMITED,23-Feb,21576
RACHAEL,DKT HEALTHYCARE INTERNATIONAL LTD,23-Feb,584640
RACHAEL,PARDIP KANDA SURI (DEEP SURI),23-Feb,4060
RACHAEL,RINZ PRODUCTS LIMITED,23-Feb,73080
RACHAEL,ROBBINS EAST AFRICA LTD,23-Feb,2088
RACHAEL,SCORELINE COMMUNCATIONS LIMITED,23-Feb,44910.56
RACHAEL,VODA MANUFACTURES LIMITED,23-Feb,355674.56
NAHASHON,CHEKALYN PRIME ENTERPRISES LTD,23-Feb,4210.8
NAHASHON,DAWA LIMITED,23-Feb,106400
NAHASHON,FINSBURY TRADING LTD,23-Feb,13014.04
NAHASHON,FLORENSIS KENYA LIMITED,23-Feb,2668
NAHASHON,FLORENZA LIMITED,23-Feb,18547.1008
NAHASHON,MEDISEL (KENYA) LIMITED,23-Feb,104188
NAHASHON,SAVANNAH BRANDS COMPANY LIMITED,23-Feb,20302.32
NAHASHON,SKYFOAM DETERGENTS,23-Feb,13572
NAHASHON,VODA MANUFACTURES LIMITED,23-Feb,261000
NAHASHON,WILD FIRE LIMITED,23-Feb,88763.2
MOHAMED,ADAN PAPERS,23-Feb,103286.4
MOHAMED,DAVID FOSIL,23-Feb,381361.6
MOHAMED,JACKSON MUREMERA,23-Feb,54380.8
MOHAMED,JOSQUINE PACKAGING LIMITED,23-Feb,140397.12
MOHAMED,PLASITEK LIMITED,23-Feb,6960
MOHAMED,WAKAMASTER ENTERPRISES,23-Feb,99999.54
JUDY,BAHATI AGRO PROCESSORS LTD,23-Feb,811535.536
JUDY,DEMKA DAIRY LTD,23-Feb,3285352
JUDY,EDEN DAIRY LTD,23-Feb,23200
JUDY,FARMING SOLUTIONS LIMITED,23-Feb,183048
JUDY,GREEN RICH DAIRIES,23-Feb,4640
JUDY,GUANGO DAIRY PRODUCTS LTD,23-Feb,69600
JUDY,HAPPY COW LIMITED,23-Feb,306622.8
JUDY,HASANAT VENTURES LTD,23-Feb,17272.4
JUDY,KASBONDO AIM DAIRY CO-OPERATIVE SOCIETY LTD,23-Feb,15723.8
JUDY,LAKI LAKI LTD,23-Feb,14365.44
JUDY,LOITOKITOK DAIRY CO-OPERATIVE,23-Feb,2900
JUDY,MAGNATE FLOWERS LIMITED,23-Feb,74704
JUDY,MELANGINE DAIRIES LIMITED,23-Feb,162307.2
JUDY,MELPHINA COMPANY LIMITED,23-Feb,72384
JUDY,MTINDI DAIRIES LTD,23-Feb,10416.8
JUDY,MUKURWE-INI WAKULIMA DAIRY LTD,23-Feb,22965.7032
JUDY,NURU SOCIAL ENTERPRISES LTD,23-Feb,12528
JUDY,PHILIP MOSES,23-Feb,103008
JUDY,PRECISION E.A PACKAGING LTD,23-Feb,17400
JUDY,SHEFA DAIRIES LIMITED,23-Feb,102567.2
JUDY,SIVAT AGRIBUSINESS LIMITED,23-Feb,30624
JUDY,SNAVE K TRANSPORTERS & SUPPLIES,23-Feb,476180
JUDY,STERLIDERM,23-Feb,9280
JUDY,SUKA FARMERS COOP SOCIETY,23-Feb,15892
JUDY,TATU MILK LIMITED,23-Feb,247608.96
JUDY,TOP COW DAIRIES LTD,23-Feb,46400
JUDY,UMANI SPRINGS DROPS LTD,23-Feb,69600
JUDY,UPLANDS DAIRIES LIMITED,23-Feb,87464
JUDY,ZAWADI DAIRIES,23-Feb,18061.2
GRACE,BWENDERO DAIRY FARM (U) LTD,23-Feb,0
GRACE,GRACE TAYEBWA - DR,23-Feb,115365.6
FAITH,MARGATE HOLDINGS LIMITED,23-Feb,21199
ESTHER,GLOBAL MARK FOODS LTD,23-Feb,20884.176
ESTHER,QWAY LIMITED,23-Feb,35496
ESTHER,ZAADA PURIFIED DRNKING WATER LIMITED,23-Feb,252699.04
ERICK,CHAIIWALI CAFE,23-Feb,7087.6
CAROL,GLOBAL MARK FOODS LTD,23-Feb,29371.2
CAROL,IDEAL MANUFACTURING COMPANY LIMITED,23-Feb,21808
CAROL,IZYCUT LABELS,23-Feb,12632.4
CAROL,JACKSON MUREMERA,23-Feb,172550.4
CAROL,KEVIAN KENYA LIMITED,23-Feb,815354.3952
CAROL,KIAMBAA DAIRY FARMERS CO-OPERATIVE SOCIETY LTD,23-Feb,377500
CAROL,LELACH DAIRIES LIMITED,23-Feb,9280
CAROL,LUFION MANUFACTURERS,23-Feb,12528
CAROL,MAMA O DAIRIES,23-Feb,13920
CAROL,MEDITEC EA FAIRLIFE LIMITED,23-Feb,50750
CAROL,ORIBUT COMPANY LIMITED,23-Feb,210825
CAROL,ROGWENK SUPPLIES,23-Feb,67512
CAROL,SILAFRICA  KENYA LIMITED,23-Feb,405531.36
CAROL,TULIVU GARDENS LIMITED,23-Feb,35496
YEMANE,CANAAN WATER COMPANY LTD,23-Mar,1626096.836
YEMANE,ELIM WATER COMPANY,23-Mar,1171558.08
YEMANE,JIT BEVERAGE COMPANY,23-Mar,458430.01
YEMANE,NICE BEVERAGE & FOOD STUFF FAC,23-Mar,490326.48
TONY,AQUAMIST LIMITED,23-Mar,2976311.18
TONY,ASHUT PLASTICS LIMITED,23-Mar,102080
TONY,BIDCO AFRICA LIMITED DR,23-Mar,1168942.09
TONY,BLOWPLAST LIMITED,23-Mar,847905.712
TONY,BOBMIL INDUSTRIES LTD DR,23-Mar,592115.04
TONY,CANON CHEMICALS LTD,23-Mar,178854.6
TONY,DARFORDS INDUSTRIES LIMITED,23-Mar,102532.98
TONY,EDIBLE OIL PRODUCTS LIMITED,23-Mar,2079728.04
TONY,GENERAL PLASTICS LIMITED,23-Mar,206480
TONY,KEVIAN KENYA LIMITED,23-Mar,1383461.785
TONY,KITAMU FARM  LIMITED,23-Mar,110914.56
TONY,MENENGAI OIL REFINERIES LIMITED,23-Mar,2029612.653
TONY,PLUS EX PRODUCTS,23-Mar,159993
TONY,PZ CUSSONS EAST AFRICA LIMITED,23-Mar,975228.8664
TONY,TECHPAK INDUSTRIES LIMITED,23-Mar,2910790.192
TONY,VAJAS MANUFACTURERS LIMITED,23-Mar,92475.2
TONY,VICTORIA JUICE CO LIMITED,23-Mar,210359.214
SUZY,ALPHA BREEZE ENTERPRISES,23-Mar,433979.2
SUZY,B.BRAUN PHARMACEUTICALS EPZ LIMITED,23-Mar,15000
SUZY,CAPWELL INDUSTRIES LIMITED,23-Mar,10440
SUZY,CHANDARIA INDUSTRIES LTD,23-Mar,131283
SUZY,COSRANET ENTERPRISES,23-Mar,5220
SUZY,HK EMPIRES LIMITED,23-Mar,6960
SUZY,JOSKAB ENTERPRISES,23-Mar,56793.6
SUZY,KAPA OIL REFINERIES LIMITED,23-Mar,1067200
SUZY,MVITA OIL,23-Mar,1082280
SUZY,OLA ENERGY KENYA LTD,23-Mar,76933.52
SUZY,SKY DRIPS LIMITED,23-Mar,10544.4
SUZY,SLEEKLADY COSMETIC LIMITED,23-Mar,28988.4
SUZY,T.I.A BEE PRODUCTS KENYA  LIMITED,23-Mar,28420
SHIV,AFRICA LUBRICANT MANUFACTURING COMPANY LTD,23-Mar,245532
SHIV,BLESSED DAIRIES LTD,23-Mar,729036
SHIV,CHEMI & COTEX INDUSTRIES LTD,23-Mar,947333.016
SHIV,CONINX INDUSTRIES LIMITED,23-Mar,20880
SHIV,DETERPRO ENTERPRISES,23-Mar,22156
SHIV,GALAXY FOODS AND BEVERAGES,23-Mar,495936
SHIV,GREEN FOOD LTD,23-Mar,521148.6
SHIV,JUSTUS MWANGI,23-Mar,57014
SHIV,KAISH MEARING PLASTICS COMPANY LIMITED-DR,23-Mar,3634790.4
SHIV,KENPOLY MANUFACTURERS LIMITED,23-Mar,1023185.714
SHIV,MOUNT MERU SOYCO LTD,23-Mar,42000
SHIV,NESTLE KENYA LIMITED,23-Mar,408441.22
SHIV,PLANET IMPORTER EAST AFRICA LIMITED,23-Mar,22875.2
SHIV,RELIABLE PACKERS LIMITED,23-Mar,1112479.266
SHIV,S. C. JOHNSON & SON KENYA LIMITED,23-Mar,87580
SHIV,SAMONA PRODUCTS LTD,23-Mar,344652
SHIV,SILAFRICA  KENYA LIMITED,23-Mar,89663.36
SHIV,SUPERSLEEK LIMITED DR,23-Mar,317229.2832
SHIV,T.M.ABDULHUSEIN & SONS,23-Mar,685755.1665
SHIV,TAIFA IMPORTS LIMITED-DR,23-Mar,3248
SHIV,TANGA PHARMACEUTICAL & PLASTIC,23-Mar,11002827.1
SHIV,TOTAL KENYA LIMITED DR,23-Mar,1922972.805
SHIV,TRI-CLOVER INDUSTRIES LIMITED,23-Mar,667863.04
SHIV,TRIDEA COSMETICS,23-Mar,346575.096
SHIV,UNIFILTERS KENYA LIMITED,23-Mar,18838.4
SHEENA,AFRICA FUTURE VENTURES LIMITED,23-Mar,14117.2
SHEENA,AFRIKANZ SQIN CARE,23-Mar,13340
SHEENA,CLIQUE LIMITED,23-Mar,127600
SHEENA,DEW POINT NATURALS,23-Mar,35623.6
SHEENA,DOMAINE KENYA LIMITED,23-Mar,4106.4
SHEENA,ECOZYM LIMITED,23-Mar,53720.76
SHEENA,IMPALA AUTO SPARES LTD,23-Mar,2427.996
SHEENA,JUMBO SPICES,23-Mar,151152.64
SHEENA,KENPOLY MANUFACTURERS LIMITED,23-Mar,435449.5812
SHEENA,KENYA SWEETS LIMITED,23-Mar,28988.4
SHEENA,KEYMEDIA AGENCY LTD,23-Mar,109789.504
SHEENA,LAKI LAKI LTD,23-Mar,341134.656
SHEENA,MALACHITE LIMITED - DR,23-Mar,1795319.24
SHEENA,NABICO ENTERPRISES LIMITED,23-Mar,4959.464
SHEENA,PRADIP ENTERPRISES (EA) LTD,23-Mar,434516.28
SHEENA,PRINT KNIGHT LIMITED,23-Mar,21163.272
SHEENA,READY BELLY LIMITED,23-Mar,1728.864
SHEENA,REX INTERNATIONAL LTD,23-Mar,3132
SHEENA,ROSHNI DISTRIBUTORS LIMITED,23-Mar,281044.104
SHEENA,RUPAS,23-Mar,14616
